simulation,match_id,round,home_team,away_team,home_goals,away_goals,winner,loser,penalties
13,79,Round of 32,Mexico,Brazil,3,2,Mexico,Brazil,False
13,80,Round of 32,Panama,DR Congo,1,0,Panama,DR Congo,False
13,81,Round of 32,Belgium,Saudi Arabia,2,1,Belgium,Saudi Arabia,False
13,82,Round of 32,Turkey,Bosnia and Herzegovina,2,1,Turkey,Bosnia and Herzegovina,False
13,83,Round of 32,Portugal,Croatia,0,0,Croatia,Portugal,True
13,84,Round of 32,Spain,Argentina,0,2,Argentina,Spain,False
13,85,Round of 32,Canada,Egypt,1,0,Canada,Egypt,False
13,86,Round of 32,Australia,New Zealand,4,0,Australia,New Zealand,False
13,87,Round of 32,Algeria,Uruguay,0,2,Uruguay,Algeria,False
13,88,Round of 32,Colombia,Ecuador,3,0,Colombia,Ecuador,False
13,89,Round of 16,Switzerland,Germany,0,1,Germany,Switzerland,False
13,90,Round of 16,Sweden,Ivory Coast,0,1,Ivory Coast,Sweden,False
13,91,Round of 16,Morocco,Norway,0,2,Norway,Morocco,False
13,92,Round of 16,Mexico,Panama,1,2,Panama,Mexico,False
13,93,Round of 16,Croatia,Argentina,3,0,Croatia,Argentina,False
13,94,Round of 16,Belgium,Turkey,2,1,Belgium,Turkey,False
13,95,Round of 16,Australia,Colombia,0,1,Colombia,Australia,False
13,96,Round of 16,Canada,Uruguay,2,2,Canada,Uruguay,True
13,97,Quarter-final,Germany,Ivory Coast,2,2,Ivory Coast,Germany,True
13,98,Quarter-final,Croatia,Belgium,3,2,Croatia,Belgium,False
13,99,Quarter-final,Norway,Panama,0,1,Panama,Norway,False
13,100,Quarter-final,Colombia,Canada,1,1,Canada,Colombia,True
13,101,Semi-final,Ivory Coast,Croatia,3,1,Ivory Coast,Croatia,False
13,102,Semi-final,Panama,Canada,1,2,Canada,Panama,False
13,103,Third-place playoff,Croatia,Panama,1,1,Croatia,Panama,True
13,104,Final,Ivory Coast,Canada,2,3,Canada,Ivory Coast,False
14,73,Round of 32,South Africa,Switzerland,2,1,South Africa,Switzerland,False
14,74,Round of 32,Brazil,Sweden,1,0,Brazil,Sweden,False
14,75,Round of 32,Ivory Coast,Turkey,3,1,Ivory Coast,Turkey,False
14,76,Round of 32,Netherlands,Haiti,1,0,Netherlands,Haiti,False
14,77,Round of 32,Germany,Senegal,1,0,Germany,Senegal,False
14,78,Round of 32,France,Tunisia,1,0,France,Tunisia,False
14,79,Round of 32,Mexico,Morocco,1,1,Morocco,Mexico,True
14,80,Round of 32,Croatia,Portugal,2,1,Croatia,Portugal,False
14,81,Round of 32,Iran,South Korea,0,1,South Korea,Iran,False
14,82,Round of 32,United States,Ecuador,1,0,United States,Ecuador,False
14,83,Round of 32,Colombia,England,0,3,England,Colombia,False
14,84,Round of 32,Spain,Algeria,2,1,Spain,Algeria,False
14,85,Round of 32,Canada,Jordan,1,0,Canada,Jordan,False
14,86,Round of 32,Australia,Belgium,0,0,Australia,Belgium,True
14,87,Round of 32,Argentina,Uruguay,1,2,Uruguay,Argentina,False
14,88,Round of 32,DR Congo,Panama,2,2,Panama,DR Congo,True
14,89,Round of 16,South Africa,Ivory Coast,1,3,Ivory Coast,South Africa,False
14,90,Round of 16,Brazil,Germany,2,1,Brazil,Germany,False
14,91,Round of 16,Netherlands,France,2,1,Netherlands,France,False
14,92,Round of 16,Morocco,Croatia,1,0,Morocco,Croatia,False
14,93,Round of 16,England,Spain,1,2,Spain,England,False
14,94,Round of 16,South Korea,United States,2,3,United States,South Korea,False
14,95,Round of 16,Australia,Panama,1,1,Panama,Australia,True
14,96,Round of 16,Canada,Uruguay,0,4,Uruguay,Canada,False
14,97,Quarter-final,Ivory Coast,Brazil,2,3,Brazil,Ivory Coast,False
14,98,Quarter-final,Spain,United States,3,0,Spain,United States,False
14,99,Quarter-final,Netherlands,Morocco,2,1,Netherlands,Morocco,False
14,100,Quarter-final,Panama,Uruguay,0,3,Uruguay,Panama,False
14,101,Semi-final,Brazil,Spain,0,2,Spain,Brazil,False
14,102,Semi-final,Netherlands,Uruguay,1,4,Uruguay,Netherlands,False
14,103,Third-place playoff,Brazil,Netherlands,1,2,Netherlands,Brazil,False
14,104,Final,Spain,Uruguay,0,0,Spain,Uruguay,True
15,73,Round of 32,Mexico,Canada,1,0,Mexico,Canada,False
15,74,Round of 32,Morocco,Tunisia,2,0,Morocco,Tunisia,False
15,75,Round of 32,Ivory Coast,Scotland,0,0,Ivory Coast,Scotland,True
15,76,Round of 32,Netherlands,Haiti,4,0,Netherlands,Haiti,False
15,77,Round of 32,Germany,Senegal,1,3,Senegal,Germany,False
15,78,Round of 32,France,United States,1,0,France,United States,False
15,79,Round of 32,South Korea,Ecuador,3,3,South Korea,Ecuador,True
15,80,Round of 32,Croatia,Colombia,0,2,Colombia,Croatia,False
15,81,Round of 32,Egypt,Algeria,1,1,Egypt,Algeria,True
15,82,Round of 32,Turkey,Switzerland,2,0,Turkey,Switzerland,False
15,83,Round of 32,DR Congo,England,0,1,England,DR Congo,False
15,84,Round of 32,Spain,Austria,4,0,Spain,Austria,False
15,85,Round of 32,Qatar,Iran,2,1,Qatar,Iran,False
15,86,Round of 32,Paraguay,Belgium,2,3,Belgium,Paraguay,False
15,87,Round of 32,Argentina,Uruguay,2,2,Argentina,Uruguay,True
15,88,Round of 32,Portugal,Iraq,2,0,Portugal,Iraq,False
15,89,Round of 16,Mexico,Ivory Coast,0,0,Ivory Coast,Mexico,True
15,90,Round of 16,Morocco,Senegal,1,1,Senegal,Morocco,True
15,91,Round of 16,Netherlands,France,4,0,Netherlands,France,False
15,92,Round of 16,South Korea,Colombia,1,1,Colombia,South Korea,True
15,93,Round of 16,England,Spain,3,0,England,Spain,False
15,94,Round of 16,Egypt,Turkey,2,2,Egypt,Turkey,True
15,95,Round of 16,Belgium,Portugal,1,4,Portugal,Belgium,False
15,96,Round of 16,Qatar,Argentina,1,1,Argentina,Qatar,True
15,97,Quarter-final,Ivory Coast,Senegal,1,0,Ivory Coast,Senegal,False
15,98,Quarter-final,England,Egypt,1,1,Egypt,England,True
15,99,Quarter-final,Netherlands,Colombia,1,1,Colombia,Netherlands,True
15,100,Quarter-final,Portugal,Argentina,0,3,Argentina,Portugal,False
15,101,Semi-final,Ivory Coast,Egypt,2,1,Ivory Coast,Egypt,False
15,102,Semi-final,Colombia,Argentina,0,0,Colombia,Argentina,True
15,103,Third-place playoff,Egypt,Argentina,3,3,Argentina,Egypt,True
15,104,Final,Ivory Coast,Colombia,0,2,Colombia,Ivory Coast,False
16,73,Round of 32,Czech Republic,Canada,3,0,Czech Republic,Canada,False
16,74,Round of 32,Brazil,Tunisia,3,0,Brazil,Tunisia,False
16,75,Round of 32,Ecuador,Scotland,2,0,Ecuador,Scotland,False
16,76,Round of 32,Japan,Morocco,0,0,Morocco,Japan,True
16,77,Round of 32,Germany,Norway,0,4,Norway,Germany,False
16,78,Round of 32,France,Australia,0,0,Australia,France,True
16,79,Round of 32,Mexico,Cape Verde,0,0,Mexico,Cape Verde,True
16,80,Round of 32,Croatia,DR Congo,2,2,Croatia,DR Congo,True
16,81,Round of 32,New Zealand,South Korea,1,1,South Korea,New Zealand,True
16,82,Round of 32,United States,Ivory Coast,1,4,Ivory Coast,United States,False
16,83,Round of 32,Colombia,England,2,2,England,Colombia,True
16,84,Round of 32,Spain,Algeria,4,1,Spain,Algeria,False
16,85,Round of 32,Switzerland,Iran,2,2,Switzerland,Iran,True
16,86,Round of 32,Turkey,Belgium,1,1,Belgium,Turkey,True
16,87,Round of 32,Argentina,Uruguay,0,0,Uruguay,Argentina,True
16,88,Round of 32,Portugal,Panama,1,0,Portugal,Panama,False
16,89,Round of 16,Czech Republic,Ecuador,0,1,Ecuador,Czech Republic,False
16,90,Round of 16,Brazil,Norway,2,1,Brazil,Norway,False
16,91,Round of 16,Morocco,Australia,2,2,Australia,Morocco,True
16,92,Round of 16,Mexico,Croatia,0,2,Croatia,Mexico,False
16,93,Round of 16,England,Spain,0,0,Spain,England,True
16,94,Round of 16,South Korea,Ivory Coast,0,0,Ivory Coast,South Korea,True
16,95,Round of 16,Belgium,Portugal,1,3,Portugal,Belgium,False
16,96,Round of 16,Switzerland,Uruguay,0,1,Uruguay,Switzerland,False
16,97,Quarter-final,Ecuador,Brazil,1,5,Brazil,Ecuador,False
16,98,Quarter-final,Spain,Ivory Coast,5,4,Spain,Ivory Coast,False
16,99,Quarter-final,Australia,Croatia,1,1,Australia,Croatia,True
16,100,Quarter-final,Portugal,Uruguay,0,1,Uruguay,Portugal,False
16,101,Semi-final,Brazil,Spain,3,0,Brazil,Spain,False
16,102,Semi-final,Australia,Uruguay,2,5,Uruguay,Australia,False
16,103,Third-place playoff,Spain,Australia,1,0,Spain,Australia,False
16,104,Final,Brazil,Uruguay,2,1,Brazil,Uruguay,False
17,73,Round of 32,Mexico,Switzerland,0,1,Switzerland,Mexico,False
17,74,Round of 32,Morocco,Sweden,3,1,Morocco,Sweden,False
17,75,Round of 32,Ecuador,Brazil,1,1,Brazil,Ecuador,True
17,76,Round of 32,Netherlands,Scotland,5,4,Netherlands,Scotland,False
17,77,Round of 32,Germany,Senegal,4,1,Germany,Senegal,False
17,78,Round of 32,France,Australia,0,3,Australia,France,False
17,79,Round of 32,Czech Republic,Cape Verde,0,0,Cape Verde,Czech Republic,True
17,80,Round of 32,England,Norway,4,0,England,Norway,False
17,81,Round of 32,Belgium,South Korea,2,0,Belgium,South Korea,False
17,82,Round of 32,Turkey,Ivory Coast,4,2,Turkey,Ivory Coast,False
17,83,Round of 32,Uzbekistan,Croatia,1,1,Croatia,Uzbekistan,True
17,84,Round of 32,Spain,Algeria,0,0,Algeria,Spain,True
17,85,Round of 32,Canada,Austria,0,2,Austria,Canada,False
17,86,Round of 32,United States,Iran,0,1,Iran,United States,False
17,87,Round of 32,Argentina,Uruguay,0,3,Uruguay,Argentina,False
17,88,Round of 32,Portugal,Panama,6,1,Portugal,Panama,False
17,89,Round of 16,Switzerland,Brazil,1,2,Brazil,Switzerland,False
17,90,Round of 16,Morocco,Germany,1,2,Germany,Morocco,False
17,91,Round of 16,Netherlands,Australia,1,0,Netherlands,Australia,False
17,92,Round of 16,Cape Verde,England,1,3,England,Cape Verde,False
17,93,Round of 16,Croatia,Algeria,2,2,Algeria,Croatia,True
17,94,Round of 16,Belgium,Turkey,1,2,Turkey,Belgium,False
17,95,Round of 16,Iran,Portugal,0,1,Portugal,Iran,False
17,96,Round of 16,Austria,Uruguay,2,1,Austria,Uruguay,False
17,97,Quarter-final,Brazil,Germany,2,3,Germany,Brazil,False
17,98,Quarter-final,Algeria,Turkey,2,1,Algeria,Turkey,False
17,99,Quarter-final,Netherlands,England,1,2,England,Netherlands,False
17,100,Quarter-final,Portugal,Austria,4,1,Portugal,Austria,False
17,101,Semi-final,Germany,Algeria,2,0,Germany,Algeria,False
17,102,Semi-final,England,Portugal,0,1,Portugal,England,False
17,103,Third-place playoff,Algeria,England,0,1,England,Algeria,False
17,104,Final,Germany,Portugal,1,1,Portugal,Germany,True
18,73,Round of 32,Czech Republic,Qatar,1,0,Czech Republic,Qatar,False
18,74,Round of 32,Brazil,Sweden,1,0,Brazil,Sweden,False
18,75,Round of 32,Germany,Turkey,0,0,Turkey,Germany,True
18,76,Round of 32,Netherlands,Scotland,3,1,Netherlands,Scotland,False
18,77,Round of 32,Curaçao,Senegal,0,1,Senegal,Curaçao,False
18,78,Round of 32,France,Japan,2,0,France,Japan,False
18,79,Round of 32,Mexico,Ecuador,0,1,Ecuador,Mexico,False
18,80,Round of 32,Panama,Algeria,2,1,Panama,Algeria,False
18,81,Round of 32,New Zealand,South Korea,1,3,South Korea,New Zealand,False
18,82,Round of 32,Paraguay,Switzerland,1,0,Paraguay,Switzerland,False
18,83,Round of 32,Uzbekistan,England,0,4,England,Uzbekistan,False
18,84,Round of 32,Spain,Austria,2,0,Spain,Austria,False
18,85,Round of 32,Canada,Belgium,0,3,Belgium,Canada,False
18,86,Round of 32,United States,Iran,2,1,United States,Iran,False
18,87,Round of 32,Argentina,Cape Verde,5,0,Argentina,Cape Verde,False
18,88,Round of 32,Colombia,Croatia,1,0,Colombia,Croatia,False
18,89,Round of 16,Czech Republic,Turkey,2,0,Czech Republic,Turkey,False
18,90,Round of 16,Brazil,Senegal,1,3,Senegal,Brazil,False
18,91,Round of 16,Netherlands,France,1,1,Netherlands,France,True
18,92,Round of 16,Ecuador,Panama,3,1,Ecuador,Panama,False
18,93,Round of 16,England,Spain,2,2,Spain,England,True
18,94,Round of 16,South Korea,Paraguay,1,0,South Korea,Paraguay,False
18,95,Round of 16,United States,Colombia,0,3,Colombia,United States,False
18,96,Round of 16,Belgium,Argentina,3,1,Belgium,Argentina,False
18,97,Quarter-final,Czech Republic,Senegal,0,1,Senegal,Czech Republic,False
18,98,Quarter-final,Spain,South Korea,2,1,Spain,South Korea,False
18,99,Quarter-final,Netherlands,Ecuador,1,3,Ecuador,Netherlands,False
18,100,Quarter-final,Colombia,Belgium,2,3,Belgium,Colombia,False
18,101,Semi-final,Senegal,Spain,1,1,Senegal,Spain,True
18,102,Semi-final,Ecuador,Belgium,2,2,Belgium,Ecuador,True
18,103,Third-place playoff,Spain,Ecuador,2,0,Spain,Ecuador,False
18,104,Final,Senegal,Belgium,0,1,Belgium,Senegal,False
19,73,Round of 32,Mexico,Bosnia and Herzegovina,5,1,Mexico,Bosnia and Herzegovina,False
19,74,Round of 32,Brazil,Japan,0,1,Japan,Brazil,False
19,75,Round of 32,Ecuador,Haiti,2,0,Ecuador,Haiti,False
19,76,Round of 32,Netherlands,Morocco,3,1,Netherlands,Morocco,False
19,77,Round of 32,Germany,Senegal,2,2,Senegal,Germany,True
19,78,Round of 32,France,United States,4,1,France,United States,False
19,79,Round of 32,South Korea,Curaçao,1,1,Curaçao,South Korea,True
19,80,Round of 32,England,DR Congo,2,0,England,DR Congo,False
19,81,Round of 32,New Zealand,Czech Republic,0,3,Czech Republic,New Zealand,False
19,82,Round of 32,Paraguay,Switzerland,1,1,Paraguay,Switzerland,True
19,83,Round of 32,Portugal,Croatia,2,1,Portugal,Croatia,False
19,84,Round of 32,Spain,Algeria,0,0,Spain,Algeria,True
19,85,Round of 32,Canada,Belgium,3,2,Canada,Belgium,False
19,86,Round of 32,Australia,Iran,3,1,Australia,Iran,False
19,87,Round of 32,Argentina,Uruguay,6,0,Argentina,Uruguay,False
19,88,Round of 32,Colombia,Panama,0,0,Panama,Colombia,True
19,89,Round of 16,Mexico,Ecuador,0,2,Ecuador,Mexico,False
19,90,Round of 16,Japan,Senegal,0,1,Senegal,Japan,False
19,91,Round of 16,Netherlands,France,1,1,France,Netherlands,True
19,92,Round of 16,Curaçao,England,0,2,England,Curaçao,False
19,93,Round of 16,Portugal,Spain,2,1,Portugal,Spain,False
19,94,Round of 16,Czech Republic,Paraguay,2,1,Czech Republic,Paraguay,False
19,95,Round of 16,Australia,Panama,2,1,Australia,Panama,False
19,96,Round of 16,Canada,Argentina,0,4,Argentina,Canada,False
19,97,Quarter-final,Ecuador,Senegal,1,1,Senegal,Ecuador,True
19,98,Quarter-final,Portugal,Czech Republic,4,2,Portugal,Czech Republic,False
19,99,Quarter-final,France,England,0,1,England,France,False
19,100,Quarter-final,Australia,Argentina,1,1,Argentina,Australia,True
19,101,Semi-final,Senegal,Portugal,1,2,Portugal,Senegal,False
19,102,Semi-final,England,Argentina,0,3,Argentina,England,False
19,103,Third-place playoff,Senegal,England,1,1,England,Senegal,True
19,104,Final,Portugal,Argentina,1,0,Portugal,Argentina,False
20,73,Round of 32,Czech Republic,Canada,0,1,Canada,Czech Republic,False
20,74,Round of 32,Brazil,Tunisia,2,1,Brazil,Tunisia,False
20,75,Round of 32,Ecuador,Morocco,2,0,Ecuador,Morocco,False
20,76,Round of 32,Japan,Scotland,2,2,Scotland,Japan,True
20,77,Round of 32,Ivory Coast,Senegal,1,1,Ivory Coast,Senegal,True
20,78,Round of 32,France,Netherlands,2,1,France,Netherlands,False
20,79,Round of 32,Mexico,Uruguay,2,0,Mexico,Uruguay,False
20,80,Round of 32,England,DR Congo,3,0,England,DR Congo,False
20,81,Round of 32,New Zealand,South Korea,3,2,New Zealand,South Korea,False
20,82,Round of 32,Paraguay,Iraq,2,1,Paraguay,Iraq,False
20,83,Round of 32,Colombia,Croatia,1,0,Colombia,Croatia,False
20,84,Round of 32,Spain,Jordan,2,1,Spain,Jordan,False
20,85,Round of 32,Switzerland,Germany,0,3,Germany,Switzerland,False
20,86,Round of 32,United States,Belgium,2,0,United States,Belgium,False
20,87,Round of 32,Austria,Saudi Arabia,1,2,Saudi Arabia,Austria,False
20,88,Round of 32,Portugal,Panama,4,0,Portugal,Panama,False
20,89,Round of 16,Canada,Ecuador,0,1,Ecuador,Canada,False
20,90,Round of 16,Brazil,Ivory Coast,2,0,Brazil,Ivory Coast,False
20,91,Round of 16,Scotland,France,0,3,France,Scotland,False
20,92,Round of 16,Mexico,England,0,1,England,Mexico,False
20,93,Round of 16,Colombia,Spain,0,2,Spain,Colombia,False
20,94,Round of 16,New Zealand,Paraguay,1,0,New Zealand,Paraguay,False
20,95,Round of 16,United States,Portugal,0,1,Portugal,United States,False
20,96,Round of 16,Germany,Saudi Arabia,2,1,Germany,Saudi Arabia,False
20,97,Quarter-final,Ecuador,Brazil,0,2,Brazil,Ecuador,False
20,98,Quarter-final,Spain,New Zealand,2,2,New Zealand,Spain,True
20,99,Quarter-final,France,England,1,5,England,France,False
20,100,Quarter-final,Portugal,Germany,0,2,Germany,Portugal,False
20,101,Semi-final,Brazil,New Zealand,1,1,New Zealand,Brazil,True
20,102,Semi-final,England,Germany,1,0,England,Germany,False
20,103,Third-place playoff,Brazil,Germany,2,0,Brazil,Germany,False
20,104,Final,New Zealand,England,0,4,England,New Zealand,False
21,73,Round of 32,South Korea,Qatar,3,1,South Korea,Qatar,False
21,74,Round of 32,Brazil,Japan,0,1,Japan,Brazil,False
21,75,Round of 32,Ecuador,Tunisia,2,0,Ecuador,Tunisia,False
21,76,Round of 32,Netherlands,Morocco,1,0,Netherlands,Morocco,False
21,77,Round of 32,Curaçao,Senegal,0,2,Senegal,Curaçao,False
21,78,Round of 32,France,Egypt,1,0,France,Egypt,False
21,79,Round of 32,Mexico,Saudi Arabia,1,1,Mexico,Saudi Arabia,True
21,80,Round of 32,England,Uzbekistan,2,2,England,Uzbekistan,True
21,81,Round of 32,Belgium,Norway,3,0,Belgium,Norway,False
21,82,Round of 32,Paraguay,Switzerland,1,0,Paraguay,Switzerland,False
21,83,Round of 32,Colombia,Croatia,1,2,Croatia,Colombia,False
21,84,Round of 32,Spain,Argentina,2,0,Spain,Argentina,False
21,85,Round of 32,Canada,Austria,1,2,Austria,Canada,False
21,86,Round of 32,United States,Iran,1,2,Iran,United States,False
21,87,Round of 32,Algeria,Uruguay,1,0,Algeria,Uruguay,False
21,88,Round of 32,Portugal,Panama,4,1,Portugal,Panama,False
21,89,Round of 16,South Korea,Ecuador,0,2,Ecuador,South Korea,False
21,90,Round of 16,Japan,Senegal,2,1,Japan,Senegal,False
21,91,Round of 16,Netherlands,France,0,2,France,Netherlands,False
21,92,Round of 16,Mexico,England,2,4,England,Mexico,False
21,93,Round of 16,Croatia,Spain,1,0,Croatia,Spain,False
21,94,Round of 16,Belgium,Paraguay,0,3,Paraguay,Belgium,False
21,95,Round of 16,Iran,Portugal,0,0,Portugal,Iran,True
21,96,Round of 16,Austria,Algeria,2,2,Austria,Algeria,True
21,97,Quarter-final,Ecuador,Japan,4,0,Ecuador,Japan,False
21,98,Quarter-final,Croatia,Paraguay,2,2,Paraguay,Croatia,True
21,99,Quarter-final,France,England,1,2,England,France,False
21,100,Quarter-final,Portugal,Austria,3,2,Portugal,Austria,False
21,101,Semi-final,Ecuador,Paraguay,0,1,Paraguay,Ecuador,False
21,102,Semi-final,England,Portugal,2,1,England,Portugal,False
21,103,Third-place playoff,Ecuador,Portugal,1,1,Portugal,Ecuador,True
21,104,Final,Paraguay,England,2,2,England,Paraguay,True
22,73,Round of 32,Czech Republic,Switzerland,0,2,Switzerland,Czech Republic,False
22,74,Round of 32,Brazil,Netherlands,4,5,Netherlands,Brazil,False
22,75,Round of 32,Germany,United States,2,4,United States,Germany,False
22,76,Round of 32,Japan,Morocco,2,0,Japan,Morocco,False
22,77,Round of 32,Ivory Coast,France,2,1,Ivory Coast,France,False
22,78,Round of 32,Norway,Tunisia,3,2,Norway,Tunisia,False
22,79,Round of 32,Mexico,Ecuador,1,1,Ecuador,Mexico,True
22,80,Round of 32,England,Iraq,2,0,England,Iraq,False
22,81,Round of 32,Belgium,South Africa,1,0,Belgium,South Africa,False
22,82,Round of 32,Paraguay,Qatar,2,1,Paraguay,Qatar,False
22,83,Round of 32,Portugal,Ghana,2,2,Ghana,Portugal,True
22,84,Round of 32,Uruguay,Algeria,3,3,Algeria,Uruguay,True
22,85,Round of 32,Canada,Austria,1,3,Austria,Canada,False
22,86,Round of 32,Australia,Egypt,2,1,Australia,Egypt,False
22,87,Round of 32,Argentina,Spain,0,4,Spain,Argentina,False
22,88,Round of 32,Colombia,Croatia,0,1,Croatia,Colombia,False
22,89,Round of 16,Switzerland,United States,3,0,Switzerland,United States,False
22,90,Round of 16,Netherlands,Ivory Coast,5,3,Netherlands,Ivory Coast,False
22,91,Round of 16,Japan,Norway,1,3,Norway,Japan,False
22,92,Round of 16,Ecuador,England,0,1,England,Ecuador,False
22,93,Round of 16,Ghana,Algeria,0,2,Algeria,Ghana,False
22,94,Round of 16,Belgium,Paraguay,1,0,Belgium,Paraguay,False
22,95,Round of 16,Australia,Croatia,1,1,Australia,Croatia,True
22,96,Round of 16,Austria,Spain,0,3,Spain,Austria,False
22,97,Quarter-final,Switzerland,Netherlands,1,1,Netherlands,Switzerland,True
22,98,Quarter-final,Algeria,Belgium,2,0,Algeria,Belgium,False
22,99,Quarter-final,Norway,England,1,3,England,Norway,False
22,100,Quarter-final,Australia,Spain,1,6,Spain,Australia,False
22,101,Semi-final,Netherlands,Algeria,2,1,Netherlands,Algeria,False
22,102,Semi-final,England,Spain,1,2,Spain,England,False
22,103,Third-place playoff,Algeria,England,2,1,Algeria,England,False
22,104,Final,Netherlands,Spain,1,2,Spain,Netherlands,False
23,73,Round of 32,South Korea,Canada,3,0,South Korea,Canada,False
23,74,Round of 32,Morocco,Netherlands,1,1,Morocco,Netherlands,True
23,75,Round of 32,Ivory Coast,Paraguay,0,0,Ivory Coast,Paraguay,True
23,76,Round of 32,Japan,Brazil,0,1,Brazil,Japan,False
23,77,Round of 32,Ecuador,Iraq,4,0,Ecuador,Iraq,False
23,78,Round of 32,France,Tunisia,1,0,France,Tunisia,False
23,79,Round of 32,Mexico,Scotland,0,1,Scotland,Mexico,False
23,80,Round of 32,Croatia,Uruguay,1,1,Uruguay,Croatia,True
23,81,Round of 32,Iran,Czech Republic,2,2,Iran,Czech Republic,True
23,82,Round of 32,Turkey,Argentina,0,0,Turkey,Argentina,True
23,83,Round of 32,Portugal,England,0,0,England,Portugal,True
23,84,Round of 32,Spain,Algeria,4,1,Spain,Algeria,False
23,85,Round of 32,Switzerland,New Zealand,3,1,Switzerland,New Zealand,False
23,86,Round of 32,United States,Belgium,0,0,United States,Belgium,True
23,87,Round of 32,Austria,Saudi Arabia,2,2,Austria,Saudi Arabia,True
23,88,Round of 32,Colombia,Panama,4,0,Colombia,Panama,False
23,89,Round of 16,South Korea,Ivory Coast,0,1,Ivory Coast,South Korea,False
